text,intent
What should the Court do if it is satisfied that the appeal involves a substantial question of law as to the interpretation of the Constitution?,1
Who applies the provisions to the Union territory of Mizoram instead of the Governor and Government of the State?,1
What was the High Court's decision regarding Narendra Kumar's pensionary benefits?,1
What might be the implications of the Supreme Court's ruling for law enforcement practices?,0
What restriction is placed on discussions in Parliament according to article 121?,1
What allowances is a person entitled to when requested to act as a High Court Judge according to this text?,1
Can an election to any Panchayat be called in question?,1
What did the Supreme Court say about the statement made under Section 67 of the NDPS Act in the case of Union of India vs. Leen Martin & Anr.?,1
What argument did the state present regarding the opportunity given to Rajit Singh during the disciplinary proceedings?,0
What did the Supreme Court decide regarding the High Court's judgment on the auction sale?,1
What did the Supreme Court of India decide in this case?,0
"What modification was made to article 370 on the 17th day of November, 1952?",1
What was the significance of the statements made by independent witnesses in the case of Union of India vs. Leen Martin & Anr.?,1
What was the respondent's claim regarding the surplus land in the case of State of M.P. vs Ghisilal?,1
Who are the appellants in this case?,0
What conditions must be met for a Bill involving expenditure from the Consolidated Fund of a State to be passed?,1
What did the Supreme Court clarify in its order dated 15th February 2018 regarding the status quo of shares?,1
What was the High Court's decision regarding the Revenue's appeal against the ITAT's order?,0
On what basis did the Supreme Court acquit Jodhraj and Jagdish Prasad?,1
What was the final decision of the court in this case?,0
What did the High Court direct the Directorate of Higher Education to do in its initial judgment?,1
Under which law or regulation is an area considered a 'reserved forest' in India?,1
What was the trial court's decision regarding the application under Section 319 of the Code of Criminal Procedure?,0
What did the second-tier arbitration award by the ICC in London decide?,2
What triggered the legal proceedings in the case of Chowgule and Company Private Limited vs. Goa Foundation & Ors.?,2
What steps must be taken according to the constitution if a President of India is to be impeached for violation of the Constitution?,1
What happens to a law made by Parliament that it would not have been competent to make without the provisions of this article?,1
What are the potential implications if the Supreme Court's directive is not followed by the State Election Commission?,1
Why did the High Court grant bail to the accused?,0
How did the Supreme Court interpret the term 'goods' under the UP VAT Act?,1
What was the land in question notified for and when?,1
What was the Supreme Court's stance on the High Court's recall of its orders?,1
"What rule did the Nagpur Improvement Trust rely on for the disposal of the land in question, and when was this rule enforced?",1
How to file a case for cheque bounce?,2
"What are the judges of the Supreme Court entitled to, regarding their residence?",1
What was the rationale behind the High Court's decision to grant bail to Kusha Duruka?,0
What led to the filing of the complaint against Hari Shankar Aggarwal?,0
What was the main issue challenged by Shree Ram Urban Infrastructure Ltd. in their appeal?,0
What is the number associated with Sikkim?,1
"Which act amended The West Bengal Land Development and Planning Act, 1948?",1
Which state in India has a Legislative Assembly consisting of thirty members?,1
What was the final decision of the Supreme Court regarding the Civil Appeal and the Writ Petition?,1
Does clause (1) apply to reports or matters broadcast by wireless telegraphy as part of any programme or service provided by a broadcasting station?,1
What was the Supreme Court's clarification in its order dated 23rd October 2019?,1
"Which article and schedule includes the regulation of land-use, construction of buildings, planning for economic and social development, roads and bridges, water supply for domestic, industrial and commercial purposes, public health, sanitation conservancy and solid waste management, fire services, urban forestry, protection of the environment and promotion of ecological aspects, safeguarding the interests of weaker sections of society, including the handicapped and mentally retarded, slum improvement and upgradation, urban poverty alleviation, provision of urban amenities and facilities such as parks, gardens, playgrounds, promotion of cultural, educational and aesthetic aspects, burials and burial grounds; cremations, cremation grounds; and electric crematoriums, cattle pounds; prevention of cruelty to animals, vital statistics including registration of births and deaths, public amenities including street lighting, parking lots, bus stops and public conveniences, regulation of slaughter houses and tanneries?",0
